Time,A,B,C,Temperature,C0,Catalyst,pH,Pressure,RPM
100.0,1.1333646509407282,0.704668200886235,0.2175227037285915,303.3333333333333,2.0555555555555554,0.75,8.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,0.75,8.0,5,500
100.0,1.0257594688017608,0.7474542647701148,0.2823418219836794,303.3333333333333,2.0555555555555554,0.75,8.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,0.75,8.0,10,100
100.0,1.4944210004927785,0.4896934007941544,0.07144115426862203,303.3333333333333,2.0555555555555554,0.75,8.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,0.75,8.0,10,300
100.0,1.1180422725107972,0.7114466564371054,0.22606662660765275,303.3333333333333,2.0555555555555554,0.75,8.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,0.75,8.0,10,500
100.0,1.0097956733479916,0.7528006305129507,0.29295925169461395,303.3333333333333,2.0555555555555554,0.75,8.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,1,100
100.0,1.3737659671400144,0.5722576928083835,0.10953189560715756,303.3333333333333,2.0555555555555554,1.0,6.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,1,300
100.0,0.9587092172363938,0.768037555097768,0.328808783221394,303.3333333333333,2.0555555555555554,1.0,6.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,1,500
100.0,0.8464018318058993,0.7906558841443155,0.4184978396053409,303.3333333333333,2.0555555555555554,1.0,6.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,5,100
100.0,1.3632228541584437,0.5790019995037518,0.1133307018933596,303.3333333333333,2.0555555555555554,1.0,6.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,5,300
100.0,0.9454538940775122,0.7715081277783619,0.33859353369968137,303.3333333333333,2.0555555555555554,1.0,6.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,5,500
100.0,0.8330301694681269,0.792268160481916,0.43025722560551294,303.3333333333333,2.0555555555555554,1.0,6.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,10,100
100.0,1.350183752669198,0.5872331714159615,0.1181386314703952,303.3333333333333,2.0555555555555554,1.0,6.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,10,300
100.0,0.9292066967538923,0.7754807072895445,0.3508681515121178,303.3333333333333,2.0555555555555554,1.0,6.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,6.0,10,500
100.0,0.8166883368958442,0.7939046288619271,0.4449625897977841,303.3333333333333,2.0555555555555554,1.0,6.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,1,100
100.0,1.3194256390641281,0.6061595521011474,0.12997036439027973,303.3333333333333,2.0555555555555554,1.0,7.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,1,300
100.0,0.8915177920702081,0.783465590145223,0.38057217334012405,303.3333333333333,2.0555555555555554,1.0,7.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,1,500
100.0,0.7789858141166964,0.7962314215326228,0.4803383199062371,303.3333333333333,2.0555555555555554,1.0,7.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,5,100
100.0,1.3083443355291964,0.6128061780526662,0.13440504197369338,303.3333333333333,2.0555555555555554,1.0,7.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,5,300
100.0,0.8781573930014115,0.7858703057890413,0.3915278567651035,303.3333333333333,2.0555555555555554,1.0,7.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,5,500
100.0,0.7656905392409197,0.7965533769177227,0.4933116393969132,303.3333333333333,2.0555555555555554,1.0,7.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,10,100
100.0,1.2946538334387512,0.6208894637690265,0.14001225834777836,303.3333333333333,2.0555555555555554,1.0,7.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,10,300
100.0,0.861809564839399,0.7884997635615213,0.40524622715463493,303.3333333333333,2.0555555555555554,1.0,7.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,7.0,10,500
100.0,0.7494728385332599,0.7965820142939553,0.5095007027283388,303.3333333333333,2.0555555555555554,1.0,7.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,1,100
100.0,1.3737659671400144,0.5722576928083835,0.10953189560715756,303.3333333333333,2.0555555555555554,1.0,8.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,1,300
100.0,0.9587092172363938,0.768037555097768,0.328808783221394,303.3333333333333,2.0555555555555554,1.0,8.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,1,500
100.0,0.8464018318058993,0.7906558841443155,0.4184978396053409,303.3333333333333,2.0555555555555554,1.0,8.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,5,100
100.0,1.3632228541584437,0.5790019995037518,0.1133307018933596,303.3333333333333,2.0555555555555554,1.0,8.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,5,300
100.0,0.9454538940775122,0.7715081277783619,0.33859353369968137,303.3333333333333,2.0555555555555554,1.0,8.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,5,500
100.0,0.8330301694681269,0.792268160481916,0.43025722560551294,303.3333333333333,2.0555555555555554,1.0,8.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,10,100
100.0,1.350183752669198,0.5872331714159615,0.1181386314703952,303.3333333333333,2.0555555555555554,1.0,8.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,10,300
100.0,0.9292066967538923,0.7754807072895445,0.3508681515121178,303.3333333333333,2.0555555555555554,1.0,8.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.0,8.0,10,500
100.0,0.8166883368958442,0.7939046288619271,0.4449625897977841,303.3333333333333,2.0555555555555554,1.0,8.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,1,100
100.0,1.2488664995744274,0.6468662204078397,0.1598228355732882,303.3333333333333,2.0555555555555554,1.25,6.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,1,300
100.0,0.8083969231759237,0.7945918306484137,0.4525668017312174,303.3333333333333,2.0555555555555554,1.25,6.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,1,500
100.0,0.6968785718839721,0.7938019606268751,0.564875023044709,303.3333333333333,2.0555555555555554,1.25,6.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,5,100
100.0,1.2371635532084237,0.6532375489681018,0.16515445337902973,303.3333333333333,2.0555555555555554,1.25,6.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,5,300
100.0,0.7950542659803536,0.7954916144810552,0.4650096750941461,303.3333333333333,2.0555555555555554,1.25,6.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,5,500
100.0,0.6838358778317858,0.7924031504734207,0.5793165272503493,303.3333333333333,2.0555555555555554,1.25,6.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,10,100
100.0,1.2227252696857918,0.6609435538544279,0.17188673201533622,303.3333333333333,2.0555555555555554,1.25,6.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,10,300
100.0,0.7787650786812155,0.7962389295583164,0.4805515473160231,303.3333333333333,2.0555555555555554,1.25,6.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,6.0,10,500
100.0,0.6679655287679328,0.7903040331005811,0.5972859936870413,303.3333333333333,2.0555555555555554,1.25,6.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,1,100
100.0,1.1888220034727897,0.6783521182574036,0.18838143382536135,303.3333333333333,2.0555555555555554,1.25,7.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,1,300
100.0,0.7412574697122115,0.796440848066098,0.5178572377772445,303.3333333333333,2.0555555555555554,1.25,7.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,1,500
100.0,0.6316454193579976,0.783800526096486,0.6401096101010696,303.3333333333333,2.0555555555555554,1.25,7.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,5,100
100.0,1.176661440253456,0.6843562459368592,0.19453786936523984,303.3333333333333,2.0555555555555554,1.25,7.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,5,300
100.0,0.7280558114878404,0.7959904241670364,0.5315093199006787,303.3333333333333,2.0555555555555554,1.25,7.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,5,500
100.0,0.618936789354484,0.7809459531972928,0.6556728130037801,303.3333333333333,2.0555555555555554,1.25,7.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,10,100
100.0,1.1616772242546942,0.6915760621140145,0.20230226918684718,303.3333333333333,2.0555555555555554,1.25,7.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,10,300
100.0,0.7119701972858437,0.7950616969945589,0.5485236612751536,303.3333333333333,2.0555555555555554,1.25,7.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,7.0,10,500
100.0,0.6035054886674306,0.7770616489433939,0.674988417944731,303.3333333333333,2.0555555555555554,1.25,7.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,1,100
100.0,1.2488664995744274,0.6468662204078397,0.1598228355732882,303.3333333333333,2.0555555555555554,1.25,8.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,1,300
100.0,0.8083969231759237,0.7945918306484137,0.4525668017312174,303.3333333333333,2.0555555555555554,1.25,8.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,1,500
100.0,0.6968785718839721,0.7938019606268751,0.564875023044709,303.3333333333333,2.0555555555555554,1.25,8.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,5,100
100.0,1.2371635532084237,0.6532375489681018,0.16515445337902973,303.3333333333333,2.0555555555555554,1.25,8.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,5,300
100.0,0.7950542659803536,0.7954916144810552,0.4650096750941461,303.3333333333333,2.0555555555555554,1.25,8.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,5,500
100.0,0.6838358778317858,0.7924031504734207,0.5793165272503493,303.3333333333333,2.0555555555555554,1.25,8.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,10,100
100.0,1.2227252696857918,0.6609435538544279,0.17188673201533622,303.3333333333333,2.0555555555555554,1.25,8.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,10,300
100.0,0.7787650786812155,0.7962389295583164,0.4805515473160231,303.3333333333333,2.0555555555555554,1.25,8.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.25,8.0,10,500
100.0,0.6679655287679328,0.7903040331005811,0.5972859936870413,303.3333333333333,2.0555555555555554,1.25,8.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,1,100
100.0,1.1377260466047538,0.7026989923623239,0.21513051658847812,303.3333333333333,2.0555555555555554,1.5,6.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,1,300
100.0,0.6866718951733446,0.7927321039926905,0.5761515563895198,303.3333333333333,2.0555555555555554,1.5,6.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,1,500
100.0,0.5793567686067498,0.7700349913680047,0.7061637955808012,303.3333333333333,2.0555555555555554,1.5,6.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,5,100
100.0,1.125229831905953,0.7082941823640149,0.22203154128558714,303.3333333333333,2.0555555555555554,1.5,6.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,5,300
100.0,0.6736734454607014,0.7911098231697097,0.5907722869251443,303.3333333333333,2.0555555555555554,1.5,6.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,5,500
100.0,0.567006996834818,0.7659810445830291,0.7225675141377081,303.3333333333333,2.0555555555555554,1.5,6.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,10,100
100.0,1.1098489297027136,0.7149810316034955,0.23072559424934666,303.3333333333333,2.0555555555555554,1.5,6.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,10,300
100.0,0.6578620048882365,0.7887357568316385,0.6089577938356802,303.3333333333333,2.0555555555555554,1.5,6.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,6.0,10,500
100.0,0.5520383721860836,0.7606371783088779,0.7428800050605936,303.3333333333333,2.0555555555555554,1.5,6.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,1,100
100.0,1.0738902465832398,0.7297305212375397,0.25193478773477573,303.3333333333333,2.0555555555555554,1.5,7.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,1,300
100.0,0.621698123983218,0.7815923781199267,0.6522650534524099,303.3333333333333,2.0555555555555554,1.5,7.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,1,500
100.0,0.5180274958103643,0.7466787659901021,0.790849293755089,303.3333333333333,2.0555555555555554,1.5,7.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,5,100
100.0,1.0610469291462306,0.7346905982989145,0.25981802811041044,303.3333333333333,2.0555555555555554,1.5,7.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,5,300
100.0,0.6090513553575335,0.7785110996097476,0.6679931005882744,303.3333333333333,2.0555555555555554,1.5,7.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,5,500
100.0,0.5062088497623306,0.741216321596631,0.8081303841965957,303.3333333333333,2.0555555555555554,1.5,7.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,10,100
100.0,1.0452613592538311,0.7405588818264004,0.26973531447532384,303.3333333333333,2.0555555555555554,1.5,7.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,10,300
100.0,0.5937002994674512,0.7743500901296212,0.6875051659584834,303.3333333333333,2.0555555555555554,1.5,7.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,7.0,10,500
100.0,0.49191622772675436,0.7341736581276603,0.8294656697011404,303.3333333333333,2.0555555555555554,1.5,7.0,10,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,1,100
100.0,1.1377260466047538,0.7026989923623239,0.21513051658847812,303.3333333333333,2.0555555555555554,1.5,8.0,1,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,1,300
100.0,0.6866718951733446,0.7927321039926905,0.5761515563895198,303.3333333333333,2.0555555555555554,1.5,8.0,1,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,1,500
100.0,0.5793567686067498,0.7700349913680047,0.7061637955808012,303.3333333333333,2.0555555555555554,1.5,8.0,1,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,5,100
100.0,1.125229831905953,0.7082941823640149,0.22203154128558714,303.3333333333333,2.0555555555555554,1.5,8.0,5,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,5,300
100.0,0.6736734454607014,0.7911098231697097,0.5907722869251443,303.3333333333333,2.0555555555555554,1.5,8.0,5,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,5,500
100.0,0.567006996834818,0.7659810445830291,0.7225675141377081,303.3333333333333,2.0555555555555554,1.5,8.0,5,500
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,10,100
100.0,1.1098489297027136,0.7149810316034955,0.23072559424934666,303.3333333333333,2.0555555555555554,1.5,8.0,10,100
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,10,300
100.0,0.6578620048882365,0.7887357568316385,0.6089577938356802,303.3333333333333,2.0555555555555554,1.5,8.0,10,300
0.0,2.0555555555555554,0.0,0.0,303.3333333333333,2.0555555555555554,1.5,8.0,10,500
100.0,0.5520383721860836,0.7606371783088779,0.7428800050605936,303.3333333333333,2.0555555555555554,1.5,8.0,10,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,1,100
100.0,1.8539527791131971,0.38892808638431037,0.03489691228027084,303.3333333333333,2.2777777777777777,0.5,6.0,1,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,1,300
100.0,1.5298137001272194,0.629258791743866,0.11870528590669188,303.3333333333333,2.2777777777777777,0.5,6.0,1,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,1,500
100.0,1.4283413407642405,0.6916711668481558,0.15776527016538172,303.3333333333333,2.2777777777777777,0.5,6.0,1,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,5,100
100.0,1.846500586328485,0.3950732369379546,0.03620395451133719,303.3333333333333,2.2777777777777777,0.5,6.0,5,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,5,300
100.0,1.518209319142895,0.6367380441047819,0.12283041453009995,303.3333333333333,2.2777777777777777,0.5,6.0,5,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,5,500
100.0,1.4157528729020585,0.6989276451772954,0.16309725969842268,303.3333333333333,2.2777777777777777,0.5,6.0,5,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,10,100
100.0,1.8372365266387416,0.402675197152937,0.037866053986100816,303.3333333333333,2.2777777777777777,0.5,6.0,10,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,10,300
100.0,1.5038558770489698,0.6458699248207015,0.12805197590810527,303.3333333333333,2.2777777777777777,0.5,6.0,10,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,6.0,10,500
100.0,1.4002096020787342,0.7077329660640591,0.16983520963498286,303.3333333333333,2.2777777777777777,0.5,6.0,10,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,1,100
100.0,1.8151703591382373,0.4206142553872868,0.041993163252252476,303.3333333333333,2.2777777777777777,0.5,7.0,1,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,1,300
100.0,1.4699892510507804,0.666884008943408,0.14090451778358892,303.3333333333333,2.2777777777777777,0.5,7.0,1,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,1,500
100.0,1.363656598657195,0.7277532227436688,0.18636795637691406,303.3333333333333,2.2777777777777777,0.5,7.0,1,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,5,100
100.0,1.8071456163573276,0.4270787631123252,0.04355339830812409,303.3333333333333,2.2777777777777777,0.5,7.0,5,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,5,300
100.0,1.4577852163820162,0.6742697084565651,0.14572285293919568,303.3333333333333,2.2777777777777777,0.5,7.0,5,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,5,500
100.0,1.3505265062624596,0.7347040283071715,0.19254724320814748,303.3333333333333,2.2777777777777777,0.5,7.0,5,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,10,100
100.0,1.79717538812133,0.43506590614864893,0.04553648350779704,303.3333333333333,2.2777777777777777,0.5,7.0,10,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,10,300
100.0,1.4427055426020614,0.6832562616088467,0.1518159735668695,303.3333333333333,2.2777777777777777,0.5,7.0,10,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,7.0,10,500
100.0,1.3343335451738747,0.7430971624019657,0.20034707020193712,303.3333333333333,2.2777777777777777,0.5,7.0,10,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,1,100
100.0,1.8539527791131971,0.38892808638431037,0.03489691228027084,303.3333333333333,2.2777777777777777,0.5,8.0,1,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,1,300
100.0,1.5298137001272194,0.629258791743866,0.11870528590669188,303.3333333333333,2.2777777777777777,0.5,8.0,1,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,1,500
100.0,1.4283413407642405,0.6916711668481558,0.15776527016538172,303.3333333333333,2.2777777777777777,0.5,8.0,1,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,5,100
100.0,1.846500586328485,0.3950732369379546,0.03620395451133719,303.3333333333333,2.2777777777777777,0.5,8.0,5,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,5,300
100.0,1.518209319142895,0.6367380441047819,0.12283041453009995,303.3333333333333,2.2777777777777777,0.5,8.0,5,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,5,500
100.0,1.4157528729020585,0.6989276451772954,0.16309725969842268,303.3333333333333,2.2777777777777777,0.5,8.0,5,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,10,100
100.0,1.8372365266387416,0.402675197152937,0.037866053986100816,303.3333333333333,2.2777777777777777,0.5,8.0,10,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,10,300
100.0,1.5038558770489698,0.6458699248207015,0.12805197590810527,303.3333333333333,2.2777777777777777,0.5,8.0,10,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.5,8.0,10,500
100.0,1.4002096020787342,0.7077329660640591,0.16983520963498286,303.3333333333333,2.2777777777777777,0.5,8.0,10,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,1,100
100.0,1.678125810252159,0.5264718785358613,0.07318008898975566,303.3333333333333,2.2777777777777777,0.75,6.0,1,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,1,300
100.0,1.2696825953778748,0.7745702285232127,0.23352495387669145,303.3333333333333,2.2777777777777777,0.75,6.0,1,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,1,500
100.0,1.1510565767393977,0.8232158677357343,0.30350533330264656,303.3333333333333,2.2777777777777777,0.75,6.0,1,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,5,100
100.0,1.6682387509821972,0.5337210224317418,0.0758180043638389,303.3333333333333,2.2777777777777777,0.75,6.0,5,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,5,300
100.0,1.255890559374587,0.7808485464198355,0.24103867198335452,303.3333333333333,2.2777777777777777,0.75,6.0,5,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,5,500
100.0,1.1366523846445926,0.8282601305590508,0.3128652625741359,303.3333333333333,2.2777777777777777,0.75,6.0,5,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,10,100
100.0,1.655980027942053,0.5426332270774707,0.07916452275825372,303.3333333333333,2.2777777777777777,0.75,6.0,10,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,10,300
100.0,1.2389117077842478,0.7883598075494297,0.2505062624441011,303.3333333333333,2.2777777777777777,0.75,6.0,10,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,6.0,10,500
100.0,1.11896277339746,0.8341844819246284,0.3246305224556891,303.3333333333333,2.2777777777777777,0.75,6.0,10,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,1,100
100.0,1.626924795623029,0.5634162982770133,0.08743668387773594,303.3333333333333,2.2777777777777777,0.75,7.0,1,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,1,300
100.0,1.199204117641871,0.8049635273001231,0.27361013283578367,303.3333333333333,2.2777777777777777,0.75,7.0,1,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,1,500
100.0,1.0777794768801783,0.8467884259255063,0.3532098749720932,303.3333333333333,2.2777777777777777,0.75,7.0,1,500
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,5,100
100.0,1.6164087282798303,0.570818594059887,0.09055045543806038,303.3333333333333,2.2777777777777777,0.75,7.0,5,100
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,5,300
100.0,1.185017290876367,0.810560159622719,0.2822003272786926,303.3333333333333,2.2777777777777777,0.75,7.0,5,300
0.0,2.2777777777777777,0.0,0.0,303.3333333333333,2.2777777777777777,0.75,7.0,5,500
