Time,A,B,C,Temperature,C0,Catalyst,pH,Pressure,RPM
100.0,0.3350911976737455,0.1385969534199211,0.026311848906333198,290.0,0.5,0.75,7.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,5,100
100.0,0.41795339400015685,0.07616409193650943,0.005882514063333717,290.0,0.5,0.75,7.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,5,300
100.0,0.3532198700215237,0.1264206662497437,0.02035946372873261,290.0,0.5,0.75,7.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,5,500
100.0,0.33253634869702475,0.1402382282305042,0.027225423072471108,290.0,0.5,0.75,7.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,10,100
100.0,0.4161560439094913,0.07768821447492746,0.006155741615581276,290.0,0.5,0.75,7.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,10,300
100.0,0.35033711271236745,0.12841751115942787,0.02124537612820482,290.0,0.5,0.75,7.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,0.75,7.0,10,500
100.0,0.32937643496424884,0.1422418059458389,0.028381759089912233,290.0,0.5,0.75,7.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,1,100
100.0,0.4263555881083761,0.06895011425210647,0.004694297639517589,290.0,0.5,0.75,8.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,1,300
100.0,0.3668811468699078,0.11665923511372452,0.01645961801636787,290.0,0.5,0.75,8.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,1,500
100.0,0.34758363448598795,0.13030377115304356,0.022112594360968314,290.0,0.5,0.75,8.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,5,100
100.0,0.42502177949505204,0.07010499502163364,0.004873225483314042,290.0,0.5,0.75,8.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,5,300
100.0,0.364692068571888,0.11825593173989025,0.017051999688222068,290.0,0.5,0.75,8.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,5,500
100.0,0.3451644640261977,0.13194386521861406,0.022891670755188054,290.0,0.5,0.75,8.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,10,100
100.0,0.4233616286462015,0.07153736047878644,0.005101010875012519,290.0,0.5,0.75,8.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,10,300
100.0,0.3619781707829966,0.1202183944418375,0.01780343477516591,290.0,0.5,0.75,8.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,0.75,8.0,10,500
100.0,0.3421695278203884,0.13395182943584583,0.02387864274376602,290.0,0.5,0.75,8.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,1,100
100.0,0.40477223831111736,0.08718150155404401,0.008046260134838598,290.0,0.5,1.0,6.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,1,300
100.0,0.33240047118557026,0.1403249858663586,0.027274542948071107,290.0,0.5,1.0,6.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,1,500
100.0,0.3098376657420944,0.15395791396036657,0.03620442029753907,290.0,0.5,1.0,6.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,5,100
100.0,0.40310360560253927,0.08854938290268265,0.008347011494778218,290.0,0.5,1.0,6.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,5,300
100.0,0.3298178023784706,0.14196371954995474,0.028218478071574883,290.0,0.5,1.0,6.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,5,500
100.0,0.3070419146205133,0.15553601614028043,0.037422069239206275,290.0,0.5,1.0,6.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,10,100
100.0,0.4010295715689848,0.09024101583159039,0.008729412599424812,290.0,0.5,1.0,6.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,10,300
100.0,0.3266241438476655,0.14396284685589023,0.029413009296444227,290.0,0.5,1.0,6.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,6.0,10,500
100.0,0.30359098019103925,0.15744867279791355,0.0389603470110472,290.0,0.5,1.0,6.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,1,100
100.0,0.3960907395420306,0.09423055085822436,0.009678709599745127,290.0,0.5,1.0,7.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,1,300
100.0,0.3190925032150633,0.14855560272863155,0.0323518940563053,290.0,0.5,1.0,7.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,1,500
100.0,0.29548004210538215,0.1617872454754241,0.042732712419193755,290.0,0.5,1.0,7.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,5,100
100.0,0.3942951181007843,0.09566737636255185,0.010037505536663634,290.0,0.5,1.0,7.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,5,300
100.0,0.3163797297960962,0.15016710178655385,0.033453168417349764,290.0,0.5,1.0,7.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,5,500
100.0,0.2925681330093848,0.1632899344481045,0.04414193254251093,290.0,0.5,1.0,7.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,10,100
100.0,0.3920645216863218,0.09744200466088612,0.010493473652792342,290.0,0.5,1.0,7.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,10,300
100.0,0.3130287035736695,0.1521258698673108,0.03484542655901968,290.0,0.5,1.0,7.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,7.0,10,500
100.0,0.2889781368060189,0.16510170295666354,0.04592016023731747,290.0,0.5,1.0,7.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,1,100
100.0,0.40477223831111736,0.08718150155404401,0.008046260134838598,290.0,0.5,1.0,8.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,1,300
100.0,0.33240047118557026,0.1403249858663586,0.027274542948071107,290.0,0.5,1.0,8.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,1,500
100.0,0.3098376657420944,0.15395791396036657,0.03620442029753907,290.0,0.5,1.0,8.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,5,100
100.0,0.40310360560253927,0.08854938290268265,0.008347011494778218,290.0,0.5,1.0,8.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,5,300
100.0,0.3298178023784706,0.14196371954995474,0.028218478071574883,290.0,0.5,1.0,8.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,5,500
100.0,0.3070419146205133,0.15553601614028043,0.037422069239206275,290.0,0.5,1.0,8.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,10,100
100.0,0.4010295715689848,0.09024101583159039,0.008729412599424812,290.0,0.5,1.0,8.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,10,300
100.0,0.3266241438476655,0.14396284685589023,0.029413009296444227,290.0,0.5,1.0,8.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.0,8.0,10,500
100.0,0.30359098019103925,0.15744867279791355,0.0389603470110472,290.0,0.5,1.0,8.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,1,100
100.0,0.3845038168891605,0.10337140418348495,0.012124778927354517,290.0,0.5,1.25,6.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,1,300
100.0,0.30182536963447537,0.15841199456900823,0.03976263579651651,290.0,0.5,1.25,6.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,1,500
100.0,0.2770327885813852,0.17079573357662609,0.05217147784198861,290.0,0.5,1.25,6.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,5,100
100.0,0.38254578775477477,0.10488504854706353,0.012569163698161778,290.0,0.5,1.25,6.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,5,300
100.0,0.2989628828062855,0.1599515583078644,0.04108555888585008,290.0,0.5,1.25,6.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,5,500
100.0,0.27399492558644983,0.17215927864323316,0.053845795770317006,290.0,0.5,1.25,6.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,10,100
100.0,0.3801153439344449,0.1067511562045578,0.013133499860997534,290.0,0.5,1.25,6.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,10,300
100.0,0.29543192213341607,0.16181231647479233,0.0427557613917917,290.0,0.5,1.25,6.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,6.0,10,500
100.0,0.2702556905039471,0.17378911914009806,0.05595519035595495,290.0,0.5,1.25,6.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,1,100
100.0,0.3743425727938169,0.11112624010710123,0.014531187099081834,290.0,0.5,1.25,7.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,1,300
100.0,0.28714323355198673,0.16601007621955768,0.046846690228455605,290.0,0.5,1.25,7.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,1,500
100.0,0.2615133876480654,0.1773852924081954,0.06110131994373897,290.0,0.5,1.25,7.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,5,100
100.0,0.3722489314560172,0.11269278751849078,0.015058281025492035,290.0,0.5,1.25,7.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,5,300
100.0,0.28417109184864336,0.167455768612098,0.048373139539258564,290.0,0.5,1.25,7.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,5,500
100.0,0.25839076344705714,0.17859506450066479,0.06301417205227827,290.0,0.5,1.25,7.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,10,100
100.0,0.369651983034308,0.11462079473962074,0.015727222226071202,290.0,0.5,1.25,7.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,10,300
100.0,0.2805094734063594,0.16919258655561614,0.05029794003802446,290.0,0.5,1.25,7.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,7.0,10,500
100.0,0.2545526753494256,0.1800266760976695,0.06542064855290496,290.0,0.5,1.25,7.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,1,100
100.0,0.3845038168891605,0.10337140418348495,0.012124778927354517,290.0,0.5,1.25,8.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,1,300
100.0,0.30182536963447537,0.15841199456900823,0.03976263579651651,290.0,0.5,1.25,8.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,1,500
100.0,0.2770327885813852,0.17079573357662609,0.05217147784198861,290.0,0.5,1.25,8.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,5,100
100.0,0.38254578775477477,0.10488504854706353,0.012569163698161778,290.0,0.5,1.25,8.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,5,300
100.0,0.2989628828062855,0.1599515583078644,0.04108555888585008,290.0,0.5,1.25,8.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,5,500
100.0,0.27399492558644983,0.17215927864323316,0.053845795770317006,290.0,0.5,1.25,8.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,10,100
100.0,0.3801153439344449,0.1067511562045578,0.013133499860997534,290.0,0.5,1.25,8.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,10,300
100.0,0.29543192213341607,0.16181231647479233,0.0427557613917917,290.0,0.5,1.25,8.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.25,8.0,10,500
100.0,0.2702556905039471,0.17378911914009806,0.05595519035595495,290.0,0.5,1.25,8.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,1,100
100.0,0.36546070982827716,0.11769668197277944,0.016842608198943468,290.0,0.5,1.5,6.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,1,300
100.0,0.27465814507389047,0.17186458580166789,0.05347726912444161,290.0,0.5,1.5,6.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,1,500
100.0,0.24843995953778011,0.1821778239546193,0.06938221650760042,290.0,0.5,1.5,6.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,5,100
100.0,0.36325386619626365,0.11929827870479545,0.0174478550989408,290.0,0.5,1.5,6.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,5,300
100.0,0.2716060329428948,0.17320676947995453,0.05518719757715066,290.0,0.5,1.5,6.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,5,500
100.0,0.24526165353864127,0.1832322785336901,0.07150606792766868,290.0,0.5,1.5,6.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,10,100
100.0,0.36051822132991407,0.12126624045455547,0.018215538215529948,290.0,0.5,1.5,6.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,10,300
100.0,0.2678500630829942,0.17480893864458003,0.05734099827242585,290.0,0.5,1.5,6.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,6.0,10,500
100.0,0.2413600198091762,0.18446539216145877,0.07417458802936498,290.0,0.5,1.5,6.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,1,100
100.0,0.35403681175634516,0.12585072163313774,0.020112466610517032,290.0,0.5,1.5,7.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,1,300
100.0,0.25907214858571026,0.17833450051151795,0.06259335090277192,290.0,0.5,1.5,7.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,1,500
100.0,0.23228356134524625,0.18706481793412574,0.08065162072062824,290.0,0.5,1.5,7.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,5,100
100.0,0.3516918559658499,0.12748188988274572,0.02082625415140449,290.0,0.5,1.5,7.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,5,300
100.0,0.2559380160717406,0.1795170494614044,0.06454493446685511,290.0,0.5,1.5,7.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,5,500
100.0,0.22905720055435283,0.18789539176264464,0.08304740768300276,290.0,0.5,1.5,7.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,10,100
100.0,0.34878741047803746,0.129481672807674,0.021730916714288725,290.0,0.5,1.5,7.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,10,300
100.0,0.25208666998655166,0.18091376429280237,0.06699956572064585,290.0,0.5,1.5,7.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,7.0,10,500
100.0,0.2251029860861407,0.18884447467319135,0.086052539240668,290.0,0.5,1.5,7.0,10,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,1,100
100.0,0.36546070982827716,0.11769668197277944,0.016842608198943468,290.0,0.5,1.5,8.0,1,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,1,300
100.0,0.27465814507389047,0.17186458580166789,0.05347726912444161,290.0,0.5,1.5,8.0,1,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,1,500
100.0,0.24843995953778011,0.1821778239546193,0.06938221650760042,290.0,0.5,1.5,8.0,1,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,5,100
100.0,0.36325386619626365,0.11929827870479545,0.0174478550989408,290.0,0.5,1.5,8.0,5,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,5,300
100.0,0.2716060329428948,0.17320676947995453,0.05518719757715066,290.0,0.5,1.5,8.0,5,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,5,500
100.0,0.24526165353864127,0.1832322785336901,0.07150606792766868,290.0,0.5,1.5,8.0,5,500
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,10,100
100.0,0.36051822132991407,0.12126624045455547,0.018215538215529948,290.0,0.5,1.5,8.0,10,100
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,10,300
100.0,0.2678500630829942,0.17480893864458003,0.05734099827242585,290.0,0.5,1.5,8.0,10,300
0.0,0.5,0.0,0.0,290.0,0.5,1.5,8.0,10,500
100.0,0.2413600198091762,0.18446539216145877,0.07417458802936498,290.0,0.5,1.5,8.0,10,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,1,100
100.0,0.6490618257151298,0.07003390327708933,0.0031264932300031087,290.0,0.7222222222222222,0.5,6.0,1,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,1,300
100.0,0.5862193316912515,0.12465491445842342,0.011347976072547204,290.0,0.7222222222222222,0.5,6.0,1,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,1,500
100.0,0.5649769492273774,0.14180956979321802,0.015435703201626794,290.0,0.7222222222222222,0.5,6.0,1,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,5,100
100.0,0.6476922332574162,0.07128198241067099,0.0032480065541345172,290.0,0.7222222222222222,0.5,6.0,5,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,5,300
100.0,0.5838321808104718,0.1266174776598345,0.011772563751915776,290.0,0.7222222222222222,0.5,6.0,5,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,5,500
100.0,0.5622815531744476,0.14393550227343305,0.01600516677434221,290.0,0.7222222222222222,0.5,6.0,5,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,10,100
100.0,0.6459851514966742,0.07283417831102194,0.0034028924145254884,290.0,0.7222222222222222,0.5,6.0,10,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,10,300
100.0,0.5808648538456322,0.12904491338743287,0.012312454989157107,290.0,0.7222222222222222,0.5,6.0,10,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,6.0,10,500
100.0,0.5589343301648747,0.14655925225429864,0.016728639803048843,290.0,0.7222222222222222,0.5,6.0,10,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,1,100
100.0,0.6418987344328064,0.0765342833435317,0.0037892044458841794,290.0,0.7222222222222222,0.5,7.0,1,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,1,300
100.0,0.5737979183747338,0.13477142807754602,0.013652875769942258,290.0,0.7222222222222222,0.5,7.0,1,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,1,500
100.0,0.5509772815755739,0.15272308941601417,0.01852185123063394,290.0,0.7222222222222222,0.5,7.0,1,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,5,100
100.0,0.6404054694009228,0.07788087949173109,0.003935873329568638,290.0,0.7222222222222222,0.5,7.0,5,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,5,300
100.0,0.5712282499755909,0.13683441361129683,0.014159558635335388,290.0,0.7222222222222222,0.5,7.0,5,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,5,500
100.0,0.5480890882534875,0.15493452676215064,0.019198607206583927,290.0,0.7222222222222222,0.5,7.0,5,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,10,100
100.0,0.6385447925413826,0.07955465519577418,0.0041227744850656015,290.0,0.7222222222222222,0.5,7.0,10,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,10,300
100.0,0.5680358546611722,0.13938285718961257,0.014803510371437626,290.0,0.7222222222222222,0.5,7.0,10,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,7.0,10,500
100.0,0.5445048114743427,0.15765953731752316,0.020057873430355935,290.0,0.7222222222222222,0.5,7.0,10,500
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,8.0,1,100
100.0,0.6490618257151298,0.07003390327708933,0.0031264932300031087,290.0,0.7222222222222222,0.5,8.0,1,100
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,8.0,1,300
100.0,0.5862193316912515,0.12465491445842342,0.011347976072547204,290.0,0.7222222222222222,0.5,8.0,1,300
0.0,0.7222222222222222,0.0,0.0,290.0,0.7222222222222222,0.5,8.0,1,500
100.0,0.5649769492273774,0.14180956979321802,0.015435703201626794,290.0,0.7222222222222222,0.5,8.0,1,500
